context1	context2	label
he took a long [ lead ] off first	the introductory section of a story	F
a comedy [ series ]	a group of postage stamps having a common theme or a group of coins or currency selected as a group for study or collection	F
she has a glib [ tongue ]	any long thin projection that is transient	F
the literacy [ rate ]	the relative speed of progress or change	F
the crowded [ canvas ] of history	the mat that forms the floor of the ring in which boxers or professional wrestlers compete	F
although her popular [ image ] was contrived it served to inspire music and pageantry	(mathematics) the set of values of the dependent variable for which a function is defined	F
We sat around the [ fire ] singing songs and telling stories .	fuel that is burning and is used as a means for cooking	F
there was a [ note ] of gaiety in her manner	a comment or instruction (usually added)	F
I have to take a [ leak ] .	unauthorized (especially deliberate) disclosure of confidential information	F
Convention [ center ]	(American football) the position of the player on the line of scrimmage who puts the ball in play	F
a mental [ case ]	a portable container for carrying several objects	F
he always turns first to the business [ section ]	a specialized division of a large organization	F
It was a [ mercy ] that we were not inside when the roof collapsed	leniency and compassion shown toward offenders by a person or agency charged with administering justice	F
we are in [ accord ] with your proposal	harmony of people's opinions or actions or characters	F
the game was interrupted by a brief [ shower ]	washing yourself by standing upright under water sprayed from a nozzle	F
as they say in the [ trade ]	the commercial exchange (buying and selling on domestic or international markets) of goods and services	F
he is an [ authority ] on corporate law	the power or right to give orders or make decisions	F
the house had a neglected [ air ]	a slight wind (usually refreshing)	F
a [ mess ] of porridge	(often followed by `of') a large number or amount or extent	F
The queen and her [ court ] traveled to the city to welcome back the soldiers .	an area wholly or partly surrounded by walls or buildings	F
he stuck the [ point ] of the knife into a tree	a distinguishing or individuating characteristic	F
the safety of the ship is the captain 's [ concern ]	a feeling of sympathy for someone or something	F
we enjoyed our [ round ] of the local bars	the course along which communications spread	F
it came to a [ stop ] at the bottom of the hill	a spot where something halts or pauses	F
he lived at a fast [ pace ]	the distance covered by a step	F
After the fire a still small [ voice ] . — 1 Kings 19:12	a means or agency by which something is expressed or communicated	F
the [ solution ] took three hours	a statement that solves a problem or explains how to solve the problem	F
the wire has an [ extension ] of 50 feet	act of expanding in scope; making more widely available	F
he had a bowel [ movement ]	the driving and regulating parts of a mechanism (as of a watch or clock)	F
the unkindest [ cut ] of all	the act of shortening something by chopping off the ends	F
the room was a mess because he had n't expected [ company ]	a social gathering of guests or companions	F
Canada is a [ member ] of the United Nations	anything that belongs to a set or class	F
he needed [ silence ] in order to sleep	the state of being silent (as when no one is speaking)	F
he asked to see the executive who handled his [ account ]	importance or value	F
There was a [ fire ] at the school last night and the whole place burned down .	the process of combustion of inflammable materials producing heat and light and (often) smoke	F
a piano has a greater [ range ] than the human voice	a variety of different things or activities	F
he was at the top of his [ form ]	a printed document with spaces in which to write	F
he did n't want his wife to know of the [ relationship ]	a relation between people; (`relationship' is often used where `relation' would serve, as in `the relationship between inflation and unemployment', but the preferred usage of `relationship' is for human relations or states of relatedness)	F
he played a [ shtik ] Beethoven	(Yiddish) a contrived and often used bit of business that a performer uses to steal attention	F
he 's [ family ]	people descended from a common ancestor	F
The [ flight ] of a refugee	passing above and beyond ordinary bounds	F
great [ progress ] in the arts	a movement forward	F
ancient Egyptians believed in the [ divinity ] of the Pharaohs	the rational and systematic study of religion and its influences and of the nature of religious truth	F
