context1	context2	label
Bob Dylan occupied the top [ slot ] for several weeks	a small slit (as for inserting a coin or depositing mail)||slit	F
The organism has reached a crucial stage in its [ development ] .	a district that has been developed to serve some purpose||district territory territorial_dominion dominion	F
A salamander darted out of an [ opening ] in the rocks .	the first performance (as of a theatrical production)||start	F
I saw through his little [ game ] from the start	a contest with rules to determine a winner||activity	F
he spent hours looking for the [ source ] of that quotation	a person who supplies information||communicator	F
The [ heart ] and soul of any democracy is its electorate .	the courage to carry on||courage courageousness bravery braveness	F
I have known him all his [ life ]	an account of the series of events making up a person's life||history account chronicle story	F
he got in [ touch ] with his colleagues	a distinguishing style||manner mode style way fashion	F
As he spoke , the knight - errant , who had remounted his [ warhorse ] , galloped forward to the royal stand , with a silken kerchief bound round his wounded arm . — Arthur Conan Doyle , The White Company , Chapter 26 .	an experienced person who has been through many battles; someone who has given long service||expert	F
his [ claim ] on her attentions	an assertion that something is true or factual||assertion averment asseveration	F
murder in the second [ degree ]	a measure for arcs and angles||angular_unit	F
he finally got his big [ break ]	an act of delaying or interrupting the continuity||delay holdup	F
I paid with a twenty and pocketed the [ change ]	an event that occurs when something passes from one state or phase to another||happening occurrence occurrent natural_event	F
the facts had been brought to the [ surface ]	the outermost level of the land or sea||layer	F
My jacket needs a [ wash ] .	any enterprise in which losses and gains cancel out||business_activity commercial_activity	F
it was several days after the storm before they could repair the [ washout ] and open the road	the erosive process of washing away soil or gravel by water (as from a roadway)||soil_erosion	F
he was at the [ head ] of the column	oral stimulation of the genitals||perversion sexual_perversion	F
physicists study both the nature of [ matter ] and the forces which govern it	written works (especially in books or magazines)||writing written_material piece_of_writing	F
the [ lap ] of the shingles should be at least ten inches	touching with the tongue||touch touching	F
they made a [ stopover ] to visit their friends	a stopping place on a journey||stop	F
he wanted a [ shot ] at the champion	a blow hard enough to cause injury||blow	F
he followed the deer 's [ slot ] over the soft turf to the edge of the trees	(computer) a socket in a microcomputer that will accept a plug-in circuit board||receptacle	F
this is a nice [ place ] for a picnic	an abstract mental location||cognition knowledge noesis	F
he was numb with [ shock ]	a mechanical damper; absorbs energy of sudden impulses||damper muffler	F
he was fighting to his last [ breath ]	an indirect suggestion||suggestion proposition proffer	F
he was admitted to the [ bar ] in New Jersey	(meteorology) a unit of pressure equal to a million dynes per square centimeter||pressure_unit	F
a [ bit ] of lint	piece of metal held in horse's mouth by reins and used to control the horse while riding||stable_gear saddlery tack	F
Would you like to come round on Sunday for a [ spot ] of lunch ?	a small contrasting part of something||marking	F
he lived on a worldly [ plane ]	(mathematics) an unbounded two-dimensional shape||shape form	F
a [ ceremony ] commemorating Pearl Harbor	any activity that is performed in an especially solemn elaborate or formal way||activity	F
How do you sleep at [ night ] when you attack your kids like that ! ?	darkness||dark darkness	F
she had a [ habit ] twirling the ends of her hair	the general form or mode of growth (especially of a plant or crystal)||growth growing maturation development ontogeny ontogenesis	F
